41	8500	1.75000	112	1.266601e+02	1	21.8694
15	25000	2.08000	112	1.595261e+02	1	8.1935
15	25000	2.08000	112	1.595261e+02	1	13.1049
9	44000	2.34000	112	1.646313e+02	1	7.2842
7	60500	2.57000	112	1.391824e+02	1	6.6182
7	61000	2.57000	112	1.386335e+02	1	6.2535
6	68500	2.58000	112	9.376522e+01	1	7.0968
6	70500	2.56000	112	1.005427e+02	1	6.8161
5	90000	2.99000	112	3.286938e+02	1	4.7266
4	107500	2.88000	112	3.073180e+02	1	6.6247
4	107500	2.88000	112	3.073180e+02	1	5.9659
3	130500	4.54000	112	1.087931e+03	1	8.6474
4	120500	2.80000	112	3.728838e+02	1	8.6246
3	150500	2.98000	112	4.195247e+02	1	9.9550
3	160500	2.90000	112	3.023065e+02	1	10.6305
3	164500	2.87000	112	2.921026e+02	1	11.4640
3	164500	2.87000	112	2.921026e+02	1	8.5958
3	170500	2.82000	112	3.106678e+02	1	6.1828
3	180500	2.75000	112	4.198188e+02	1	8.7677
3	190500	2.68000	112	6.124902e+02	1	6.9106
3	200500	2.61000	112	8.748999e+02	1	8.0129
3	210500	2.54000	112	1.196652e+03	1	7.3483
2	220500	3.87000	112	1.965214e+03	1	6.8672
2	230500	3.80000	112	2.037002e+03	1	6.0868
2	240500	3.74000	112	2.125109e+03	1	6.3026
2	250500	3.68000	112	2.229473e+03	1	6.0910
2	260500	3.63000	112	2.346258e+03	1	6.5731
2	270500	3.57000	112	2.476135e+03	1	5.6147
2	280500	3.52000	112	2.615627e+03	1	6.0466
40	9000	1.75000	112	1.303613e+02	1	9.7817
20	18500	1.96000	112	1.491517e+02	1	11.2324
10	39500	2.30000	112	1.768919e+02	1	7.8906
10	39500	2.30000	112	1.768919e+02	1	7.9428
10	40500	2.30000	112	1.804565e+02	1	10.5508
10	50500	2.31000	112	4.943741e+02	1	11.1988
10	60500	2.59000	112	8.215840e+02	1	11.7278
10	70500	2.58000	112	1.218812e+03	1	12.7224
10	80500	3.10000	112	1.459777e+03	1	14.8367
10	110500	4.78000	112	1.731201e+03	1	10.8814
10	120500	4.66000	112	1.549508e+03	1	12.7202
10	130000	4.55000	112	1.498205e+03	1	21.1608
10	130000	4.55000	112	1.498205e+03	1	11.1025
10	130500	4.54000	112	1.498728e+03	1	10.8026
10	140500	4.44000	112	1.551916e+03	1	10.8348
10	150500	4.35000	112	1.689249e+03	1	10.1655
10	160500	4.26000	112	1.895564e+03	1	10.2147
10	170500	4.18000	112	2.159383e+03	1	11.6694
10	180500	4.10000	112	2.472569e+03	1	11.7416
10	190500	4.03000	112	2.827053e+03	1	11.0319
10	200500	3.96000	112	3.219013e+03	1	14.7600
10	210500	3.90000	112	3.642930e+03	1	12.6034
10	220500	3.84000	112	4.096948e+03	1	10.8742
10	230500	3.78000	112	4.577225e+03	1	11.2769
10	240500	3.72000	112	5.081811e+03	1	10.4294
10	250500	3.66000	112	5.610388e+03	1	17.5589
10	260500	3.61000	112	6.158913e+03	1	12.5534
10	270500	3.56000	112	6.728497e+03	1	17.5337
10	280500	3.51000	112	7.317559e+03	1	13.3347
100	20500	2.41000	112	2.938217e+03	1	69.8905
100	30500	2.63000	112	2.766616e+03	1	112.4468
100	40500	2.83000	112	2.526898e+03	1	66.8018
100	42000	2.82000	112	2.517001e+03	1	55.3288
100	60500	3.35000	112	2.186207e+03	1	82.9369
100	68000	3.27000	112	2.046264e+03	1	81.7610
100	68000	3.27000	112	2.046264e+03	1	52.9990
100	70500	3.24000	112	2.059199e+03	1	77.2290
100	80500	3.14000	112	2.340257e+03	1	75.8092
100	110500	4.78000	112	1.738355e+03	1	52.7248
100	120500	4.66000	112	1.561069e+03	1	55.3379
100	129000	4.56000	112	1.515336e+03	1	123.9624
100	129000	4.56000	112	1.515336e+03	1	61.8590
100	130500	4.54000	112	1.516528e+03	1	46.4975
100	140500	4.44000	112	1.577079e+03	1	82.2345
100	150500	4.35000	112	1.723230e+03	1	58.3649
100	160500	4.26000	112	1.940886e+03	1	49.0367
100	170500	4.18000	112	2.217690e+03	1	78.2121
100	180500	4.11000	112	2.545716e+03	1	52.4607
100	190500	4.04000	112	2.918756e+03	1	62.6590
100	200500	3.97000	112	3.330667e+03	1	73.4674
100	210500	3.90000	112	3.779143e+03	1	71.7118
100	220500	3.84000	112	4.259668e+03	1	36.5287
100	230500	3.78000	112	4.771181e+03	1	64.9560
100	240500	3.73000	112	5.311148e+03	1	60.1816
100	250500	3.67000	112	5.878163e+03	1	62.3919
100	260500	3.62000	112	6.471597e+03	1	62.3922
100	270500	3.57000	112	7.091005e+03	1	80.2693
100	280500	3.52000	112	7.735530e+03	1	72.5111
1000	20500	2.47000	112	3.204655e+03	1	832.2956
1000	30500	2.66000	112	2.862264e+03	1	922.3398
1000	40500	2.83000	112	2.563605e+03	1	751.3379
1000	42000	2.83000	112	2.554700e+03	1	614.3633
1000	60500	3.35000	112	2.188591e+03	1	599.2031
1000	68000	3.27000	112	2.050125e+03	1	714.5999
1000	68000	3.27000	112	2.050125e+03	1	489.4184
1000	70500	3.24000	112	2.063792e+03	1	678.8012
1000	80500	3.14000	112	2.348404e+03	1	682.4255
1000	110500	4.78000	112	1.738356e+03	1	239.8810
1000	120500	4.66000	112	1.561072e+03	1	213.4824
1000	129000	4.56000	112	1.515341e+03	1	363.6069
1000	129000	4.56000	112	1.515341e+03	1	301.0044
1000	130500	4.54000	112	1.516534e+03	1	254.6631
1000	140500	4.44000	112	1.577090e+03	1	299.5348
1000	150500	4.35000	112	1.723248e+03	1	241.6831
1000	160500	4.26000	112	1.940915e+03	1	249.0394
1000	170500	4.18000	112	2.217735e+03	1	401.8662
1000	180500	4.11000	112	2.545782e+03	1	304.4432
1000	190500	4.04000	112	2.918852e+03	1	372.3545
