1,100,500,20500,82,3500,4.01,3,13.929,1
1,100,10500,30500,30,10500,4.02,3,40.889,1
1,100,20500,40500,16,21000,4.13,3,68.184,1
1,100,30500,50500,11,32000,4.26,3,85.301,1
1,100,40500,60500,7,54000,4.48,3,61.538,1
1,100,50500,70500,7,54000,4.48,3,61.538,1
1,100,60500,80500,6,60500,4.5,3,171.09,1
1,100,70500,90500,5,80500,4.91,3,169.22,1
1,100,80500,1.005e+05,5,80500,4.91,3,169.22,1
1,100,90500,1.105e+05,5,90500,4.77,3,244.14,1
1,100,1.005e+05,1.205e+05,4,1.205e+05,4.74,3,255.52,1
1,100,1.105e+05,1.305e+05,4,1.26e+05,4.73,3,237.2,1
1,100,1.205e+05,1.405e+05,4,1.26e+05,4.73,3,237.2,1
1,100,1.305e+05,1.505e+05,4,1.305e+05,4.69,3,252.82,1
1,100,1.405e+05,1.605e+05,4,1.405e+05,4.6,3,386.88,1
1,100,1.505e+05,1.705e+05,3,1.505e+05,4.67,3,479.87,1
1,100,1.605e+05,1.805e+05,3,1.605e+05,4.54,3,572.6,1
1,100,1.705e+05,1.905e+05,3,1.705e+05,4.41,3,754.54,1
1,100,1.805e+05,2.005e+05,3,1.805e+05,4.29,3,1009.8,1
1,100,1.905e+05,2.105e+05,3,1.905e+05,4.17,3,1326.6,1
1,100,2.005e+05,2.205e+05,3,2.005e+05,4.05,3,1695.8,1
1,100,2.105e+05,2.305e+05,3,2.105e+05,3.94,3,2110.5,1
1,100,2.205e+05,2.405e+05,3,2.205e+05,3.83,3,2565.3,1
1,100,2.305e+05,2.505e+05,3,2.305e+05,3.73,3,3055.6,1
1,100,2.405e+05,2.605e+05,3,2.405e+05,3.63,3,3578.2,1
1,100,2.505e+05,2.705e+05,2,2.705e+05,5,3,4016.6,1
1,100,2.605e+05,2.805e+05,2,2.805e+05,5,3,3646.2,1
1,100,2.705e+05,2.905e+05,2,2.905e+05,5,3,3385,1
1,100,2.805e+05,3.005e+05,2,3.005e+05,5,3,3228.5,1
10,1000,500,20500,60,5000,3.99,3,22.057,1
10,1000,10500,30500,30,10500,4.02,3,40.889,1
10,1000,20500,40500,10,35000,4.3,3,95.423,1
10,1000,30500,50500,10,35000,4.3,3,95.423,1
10,1000,40500,60500,10,40500,4.28,3,197.43,1
10,1000,50500,70500,10,50500,4.45,3,558.64,1
10,1000,60500,80500,10,60500,4.44,3,1099.7,1
10,1000,70500,90500,10,70500,5,3,1535.2,1
10,1000,80500,1.005e+05,10,80500,4.93,3,1916.7,1
10,1000,90500,1.105e+05,10,90500,4.8,3,2475.7,1
10,1000,1.005e+05,1.205e+05,10,1.005e+05,4.73,3,3104.8,1
10,1000,1.105e+05,1.305e+05,10,1.105e+05,5,3,3417.1,1
10,1000,1.205e+05,1.405e+05,10,1.205e+05,5,3,3659.9,1
10,1000,1.305e+05,1.505e+05,10,1.305e+05,5,3,4115.9,1
10,1000,1.405e+05,1.605e+05,10,1.405e+05,4.93,3,4769.5,1
10,1000,1.505e+05,1.705e+05,10,1.505e+05,4.87,3,5571.5,1
10,1000,1.605e+05,1.805e+05,10,1.605e+05,4.86,3,6483.7,1
10,1000,1.705e+05,1.905e+05,10,1.705e+05,5,3,7372.9,1
10,1000,1.805e+05,2.005e+05,10,1.805e+05,5,3,8186,1
10,1000,1.905e+05,2.105e+05,10,1.905e+05,5,3,8891.7,1
10,1000,2.005e+05,2.205e+05,10,2.005e+05,5,3,9478.8,1
10,1000,2.105e+05,2.305e+05,10,2.105e+05,5,3,9955,1
10,1000,2.205e+05,2.405e+05,10,2.205e+05,5,3,10339,1
10,1000,2.305e+05,2.505e+05,10,2.305e+05,5,3,10656,1
10,1000,2.405e+05,2.605e+05,10,2.405e+05,5,3,10927,1
10,1000,2.505e+05,2.705e+05,10,2.505e+05,5,3,11176,1
